game_id,team,week,name,pass_type,x,y
0,chicago-bears,3,Justin Fields,COMPLETE,4.548537252917769,6.216447295541756
0,chicago-bears,3,Justin Fields,COMPLETE,-20.827083348511696,10.311407916490996
0,chicago-bears,3,Justin Fields,COMPLETE,13.070547649661853,6.736407102429475
0,chicago-bears,3,Justin Fields,COMPLETE,-11.760856490591992,-5.665839528630372
0,chicago-bears,3,Justin Fields,COMPLETE,-25.70866222051124,11.685779816513655
0,chicago-bears,3,Justin Fields,COMPLETE,17.863339834227414,1.672198390581485
0,chicago-bears,3,Justin Fields,INCOMPLETE,5.983317962211318,5.365238308346389
0,chicago-bears,3,Justin Fields,INCOMPLETE,-20.170818928765332,7.783196523418651
0,chicago-bears,3,Justin Fields,INCOMPLETE,24.44754342085231,16.351523779394736
0,chicago-bears,3,Justin Fields,INCOMPLETE,-9.640111601181207,5.271759281266347
0,chicago-bears,3,Justin Fields,INCOMPLETE,-17.249442384845896,-3.9576535454421893
0,chicago-bears,3,Justin Fields,INCOMPLETE,-25.933331057009706,9.28835016144741
0,chicago-bears,3,Justin Fields,INCOMPLETE,-17.53077517246726,4.045195557701608
0,chicago-bears,3,Justin Fields,INCOMPLETE,-8.489566746532422,2.9697841069880204
0,chicago-bears,3,Justin Fields,INCOMPLETE,-11.400603507247002,8.77926505238885
0,chicago-bears,3,Justin Fields,INCOMPLETE,25.126653783183908,11.805802635868323
0,chicago-bears,3,Justin Fields,INCOMPLETE,7.486123317995942,6.135905179782324
0,chicago-bears,3,Justin Fields,INCOMPLETE,-21.21563983927409,7.525640345760204
0,chicago-bears,3,Justin Fields,INCOMPLETE,-20.70406699142793,5.1566219713008765
0,chicago-bears,3,Justin Fields,INCOMPLETE,6.656256936408471,5.683363368283093
0,chicago-bears,4,Justin Fields,COMPLETE,23.689960947472013,29.441651376146407
0,chicago-bears,4,Justin Fields,COMPLETE,-3.564946672675215,6.403322432205623
0,chicago-bears,4,Justin Fields,COMPLETE,9.783610504310465,-4.57094737246212
0,chicago-bears,4,Justin Fields,COMPLETE,10.707831194720864,40.73495869025242
0,chicago-bears,4,Justin Fields,COMPLETE,21.666499044814014,4.63977981651371
0,chicago-bears,4,Justin Fields,COMPLETE,-17.094099516094815,17.350648381975326
0,chicago-bears,4,Justin Fields,COMPLETE,5.289694723301298,20.02259430418652
0,chicago-bears,4,Justin Fields,COMPLETE,-10.717090327857942,-5.376107287109971
