id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,percent13,percent14,percent15,percent16,percent17,percent18,percent19,percent20,percent21,percent22,percent23,percent24,percent25,percent26,winner_index
91,393341,348720,86,132075,30134,186425,30220,131953,4049,158124,0,0,40583,1354,15571,8410,65670,12545,2112,483,1153,2139,170,969,1364,5601,0.2502,0.0083,0.096,0.0519,0.4049,0.0774,0.013,0.003,0.0071,0.0132,0.001,0.006,0.0084,0.0345,17
92,400836,345585,12,123780,17746,204048,17758,123710,3584,137884,0,1,44510,1288,12896,9492,44371,10627,3373,494,1092,2195,147,854,1695,4850,0.3146,0.0091,0.0912,0.0671,0.3136,0.0751,0.0238,0.0035,0.0077,0.0155,0.001,0.006,0.012,0.0343,13
93,484752,468539,37,179265,11676,277558,11713,179198,4962,185949,3,0,56205,1964,14750,19622,66719,11745,1836,625,1389,3247,645,1068,1156,4978,0.2944,0.0103,0.0773,0.1028,0.3495,0.0615,0.0096,0.0033,0.0073,0.017,0.0034,0.0056,0.0061,0.0261,17
94,471191,467410,0,162908,8789,295713,8788,162794,4406,167176,0,0,46679,1761,12953,17942,62911,13253,1229,394,1206,1914,423,898,1146,4467,0.2721,0.0103,0.0755,0.1046,0.3667,0.0772,0.0072,0.0023,0.007,0.0112,0.0025,0.0052,0.0067,0.026,17
95,478880,455221,5,164174,13014,278028,12997,164118,5438,171677,0,0,48045,1863,17152,15543,63340,11482,1552,697,1234,2743,491,1112,1470,4953,0.2713,0.0105,0.0968,0.0878,0.3576,0.0648,0.0088,0.0039,0.007,0.0155,0.0028,0.0063,0.0083,0.028,17
96,427141,431766,1152,138381,9266,282967,10418,138341,4903,143856,0,0,40540,1587,14189,14401,51584,9468,1277,543,1399,1749,242,1123,1263,4491,0.2725,0.0107,0.0954,0.0968,0.3468,0.0636,0.0086,0.0037,0.0094,0.0118,0.0016,0.0075,0.0085,0.0302,17
97,423083,394073,301,170531,24255,198942,24538,170199,5964,188773,48,4,39781,1691,18389,12380,77934,18263,4274,771,1827,2187,249,1777,2114,7136,0.2043,0.0087,0.0944,0.0636,0.4002,0.0938,0.0219,0.004,0.0094,0.0112,0.0013,0.0091,0.0109,0.0366,17
98,443808,389379,0,181441,23552,184423,23484,181072,6544,198012,19,56,40763,1737,19905,12276,86269,17497,3763,665,1726,2230,254,1678,2027,7222,0.1993,0.0085,0.0973,0.06,0.4217,0.0855,0.0184,0.0033,0.0084,0.0109,0.0012,0.0082,0.0099,0.0353,17
99,388166,356771,0,146243,18415,192113,18414,146079,4183,160310,0,0,37531,1679,15680,13192,58935,17707,1702,718,1413,2305,203,1293,1232,6720,0.2282,0.0102,0.0953,0.0802,0.3583,0.1076,0.0103,0.0044,0.0086,0.014,0.0012,0.0079,0.0075,0.0409,17
100,413552,378038,406,160549,28618,188464,29023,160406,4712,184717,1,0,40408,2045,17714,15304,69653,20536,2538,720,1822,2527,235,1308,1541,8366,0.2133,0.0108,0.0935,0.0808,0.3677,0.1084,0.0134,0.0038,0.0096,0.0133,0.0012,0.0069,0.0081,0.0442,17
101,488170,462726,92,257424,112625,92585,112696,255155,10463,357388,0,0,31835,4111,21249,6191,261954,23475,1687,700,896,1667,320,718,744,1841,0.0865,0.0112,0.0578,0.0168,0.7121,0.0638,0.0046,0.0019,0.0024,0.0045,0.0009,0.002,0.002,0.005,17
102,477428,448201,78,244110,127347,76666,127422,243413,7846,362989,0,0,35526,3459,22117,6547,266987,20832,1475,541,705,1238,157,566,665,2174,0.0958,0.0093,0.0596,0.0177,0.7199,0.0562,0.004,0.0015,0.0019,0.0033,0.0004,0.0015,0.0018,0.0059,17
103,475915,459501,0,261247,111201,87053,111115,259727,11764,359078,0,0,32601,3301,18807,4176,274855,18997,1327,415,623,1256,237,469,484,1530,0.0879,0.0089,0.0507,0.0113,0.7412,0.0512,0.0036,0.0011,0.0017,0.0034,0.0006,0.0013,0.0013,0.0041,17
104,497265,453245,0,252306,58692,142247,58687,250316,7334,301669,0,0,32607,2965,26299,9363,199782,17370,2367,828,1192,2097,486,1190,1656,3467,0.1055,0.0096,0.0851,0.0303,0.6465,0.0562,0.0077,0.0027,0.0039,0.0068,0.0016,0.0039,0.0054,0.0112,17
105,497834,438214,4,197312,25496,215402,25497,197056,6024,216529,0,0,38965,1837,31016,17943,67145,39405,1936,655,1414,4104,214,1434,2058,8403,0.1751,0.0083,0.1394,0.0806,0.3017,0.1771,0.0087,0.0029,0.0064,0.0184,0.001,0.0064,0.0092,0.0378,17
106,530941,481745,0,210815,29765,241167,29761,210579,6479,233861,0,2,45610,1936,28219,19936,69579,45950,1774,746,1687,5537,260,1427,1748,9452,0.1898,0.0081,0.1174,0.0829,0.2895,0.1912,0.0074,0.0031,0.007,0.023,0.0011,0.0059,0.0073,0.0393,17
107,513971,420250,0,185519,17727,217004,17725,185453,3876,199302,0,0,57838,1479,20183,17269,61474,23210,1918,788,1486,2394,365,1172,1843,7883,0.2847,0.0073,0.0993,0.085,0.3026,0.1142,0.0094,0.0039,0.0073,0.0118,0.0018,0.0058,0.0091,0.0388,17
108,666751,657971,0,262628,59306,336037,59301,262416,7768,313949,0,0,75451,2155,37894,21255,116049,33813,2091,714,2364,4940,335,1647,1838,13403,0.2345,0.0067,0.1178,0.0661,0.3607,0.1051,0.0065,0.0022,0.0073,0.0154,0.001,0.0051,0.0057,0.0417,17
109,461281,404171,161,177237,31333,195440,31486,176895,4556,203825,0,0,42809,1770,21569,16512,86099,16492,1559,671,1653,2911,584,1642,1327,8227,0.2054,0.0085,0.1035,0.0792,0.4132,0.0791,0.0075,0.0032,0.0079,0.014,0.0028,0.0079,0.0064,0.0395,17
110,442363,387044,0,156541,59516,170987,59515,156157,4909,210763,0,0,41559,1221,23698,12414,98266,17583,1160,622,1446,3254,249,1114,1075,7102,0.1927,0.0057,0.1099,0.0576,0.4556,0.0815,0.0054,0.0029,0.0067,0.0151,0.0012,0.0052,0.005,0.0329,17
111,584501,536717,1303,226703,19681,289030,20964,224841,7194,238611,0,0,45853,2651,19240,16906,106518,21836,6203,1893,2211,3163,540,2197,2748,6652,0.1865,0.0108,0.0783,0.0688,0.4333,0.0888,0.0252,0.0077,0.009,0.0129,0.0022,0.0089,0.0112,0.0271,17
112,410892,357161,0,159560,27879,169722,27873,159241,5559,181555,0,0,35213,1631,15889,12572,82053,16199,2794,1163,1435,3171,354,1488,1800,5793,0.1882,0.0087,0.0849,0.0672,0.4385,0.0866,0.0149,0.0062,0.0077,0.0169,0.0019,0.008,0.0096,0.031,17
113,406740,345590,0,156385,29200,160005,29134,155967,6008,179093,0,0,32721,1529,16399,11278,77672,22253,2211,1153,1395,2903,306,1222,1729,6322,0.1768,0.0083,0.0886,0.0609,0.4196,0.1202,0.0119,0.0062,0.0075,0.0157,0.0017,0.0066,0.0093,0.0342,17
114,467286,428346,0,202392,39907,186043,39907,202330,6115,236122,4,0,54158,2287,19603,12338,109342,15660,1533,724,1695,5478,307,1510,2239,9248,0.2236,0.0094,0.0809,0.0509,0.4514,0.0646,0.0063,0.003,0.007,0.0226,0.0013,0.0062,0.0092,0.0382,17
115,446722,416935,0,190754,48848,177330,48846,190671,4179,235338,3,0,47755,1735,17767,10835,125045,13048,1173,655,1324,4615,283,1082,2101,7920,0.1994,0.0072,0.0742,0.0452,0.5221,0.0545,0.0049,0.0027,0.0055,0.0193,0.0012,0.0045,0.0088,0.0331,17
116,103519,107807,6695,34082,4665,62365,11355,34066,1020,44401,0,0,9389,383,4065,2374,22746,2228,277,111,361,539,68,412,288,1160,0.2067,0.0084,0.0895,0.0523,0.5008,0.0491,0.0061,0.0024,0.0079,0.0119,0.0015,0.0091,0.0063,0.0255,17
117,629051,502618,0,285568,24900,192139,24863,283636,8182,300317,11,0,59374,3829,21532,15161,145421,24396,5424,2381,3867,3824,696,3224,3107,8081,0.1925,0.0124,0.0698,0.0491,0.4714,0.0791,0.0176,0.0077,0.0125,0.0124,0.0023,0.0105,0.0101,0.0262,17
118,565255,430082,0,215924,24643,189517,24628,215503,7341,232790,22,24,48757,2990,18847,12049,100484,24087,5531,1550,2823,3234,664,2282,2486,7006,0.203,0.0125,0.0785,0.0502,0.4185,0.1003,0.023,0.0065,0.0118,0.0135,0.0028,0.0095,0.0104,0.0292,17
119,446241,395010,0,178947,42168,173883,42087,178202,7007,213282,12,0,46437,2241,16669,11209,100918,15434,2042,920,1656,3856,331,1652,1881,8036,0.2108,0.0102,0.0757,0.0509,0.4581,0.0701,0.0093,0.0042,0.0075,0.0175,0.0015,0.0075,0.0085,0.0365,17
120,598268,477180,0,248102,46806,182266,46667,246081,7181,285567,7,1,50574,3503,21560,13552,151402,19398,4515,1426,2830,4076,499,2399,2611,7222,0.1728,0.012,0.0736,0.0463,0.5172,0.0663,0.0154,0.0049,0.0097,0.0139,0.0017,0.0082,0.0089,0.0247,17
121,597519,478918,0,253103,32750,193028,32629,251726,6388,277967,45,8,58095,3054,24387,13581,130773,22227,4402,1543,2733,4196,630,2500,2934,6912,0.2043,0.0107,0.0858,0.0478,0.4599,0.0782,0.0155,0.0054,0.0096,0.0148,0.0022,0.0088,0.0103,0.0243,17
122,594238,518130,0,233988,25701,258402,25661,232501,9736,248426,39,0,57068,3589,20243,15510,106618,17852,5190,1548,2738,4447,421,2525,2802,7875,0.2211,0.0139,0.0784,0.0601,0.413,0.0692,0.0201,0.006,0.0106,0.0172,0.0016,0.0098,0.0109,0.0305,17
123,440284,395758,0,185396,43259,167098,43219,185095,6783,221531,6,1,43280,2583,16074,10033,120176,11855,2545,880,1707,2460,370,1614,1744,6210,0.1896,0.0113,0.0704,0.0439,0.5264,0.0519,0.0111,0.0039,0.0075,0.0108,0.0016,0.0071,0.0076,0.0272,17
124,593110,518900,0,206471,18559,293810,18549,205868,7025,217392,60,0,54750,3087,15597,12557,95128,13279,4003,1299,2586,3240,389,2237,2515,6725,0.244,0.0138,0.0695,0.056,0.4239,0.0592,0.0178,0.0058,0.0115,0.0144,0.0017,0.0099,0.0112,0.0299,17
125,528409,425964,0,206297,23072,196611,22872,205018,5814,222076,8,24,43953,2745,15326,12404,103875,20271,4824,1327,2321,3357,497,1954,3055,6167,0.1929,0.012,0.0673,0.0544,0.4558,0.089,0.0212,0.0058,0.0102,0.0147,0.0022,0.0086,0.0134,0.0271,17
126,454913,382947,0,186228,27255,169442,27093,184448,6859,204682,22,0,48321,2449,15643,11982,92255,12865,3033,1477,1901,4125,295,1646,2167,6523,0.2284,0.0116,0.0739,0.0566,0.4361,0.0608,0.0143,0.007,0.009,0.0195,0.0014,0.0078,0.0102,0.0308,17
127,509327,409122,0,203825,18435,186863,18339,202919,7704,213554,7,8,50541,2990,17209,12193,94406,13563,3298,1141,2035,4132,445,1855,2093,7653,0.2284,0.0135,0.0778,0.0551,0.4267,0.0613,0.0149,0.0052,0.0092,0.0187,0.002,0.0084,0.0095,0.0346,17
128,587394,519532,4334,248866,4291,262041,8619,248219,6011,250827,0,0,45755,3819,28406,21973,91966,28795,2788,1133,2567,3827,457,3140,1873,14328,0.1781,0.0149,0.1106,0.0856,0.3581,0.1121,0.0109,0.0044,0.0099,0.0149,0.0018,0.0122,0.0073,0.0558,17
129,499116,485454,8862,193702,50357,232533,59208,193188,3976,248420,0,0,48814,2159,17325,12823,121190,25424,3519,1765,1493,2745,352,1781,1458,7572,0.1934,0.0086,0.0686,0.0508,0.4802,0.1007,0.0139,0.007,0.0059,0.0109,0.0014,0.0071,0.0058,0.03,17
130,512480,490945,0,226285,57682,206978,57660,225463,3923,279200,0,0,45291,2051,17240,13320,161399,19753,2358,1343,1575,3350,315,1628,1606,7971,0.1599,0.0072,0.0609,0.047,0.5701,0.0698,0.0083,0.0047,0.0056,0.0118,0.0011,0.0058,0.0057,0.0282,17
131,537723,517725,0,203106,51892,262727,51852,202647,4965,249534,0,0,54137,1800,17977,13306,124853,20314,1723,1103,1352,2891,230,1370,1274,7204,0.2127,0.0071,0.0706,0.0523,0.4906,0.0798,0.0068,0.0043,0.0053,0.0114,0.0009,0.0054,0.005,0.0283,17
132,523847,472046,1986,173795,23774,272491,25681,172608,4540,193749,0,0,44474,1749,15606,12640,81774,20887,2379,958,1332,2486,221,1436,1220,6587,0.2243,0.0088,0.0787,0.0637,0.4124,0.1053,0.012,0.0048,0.0067,0.0125,0.0011,0.0072,0.0062,0.0332,17
133,498146,467980,0,181635,73392,212953,73380,181223,3921,250682,0,0,45986,1628,20586,12285,131599,19834,1636,1252,1603,2725,243,1162,1346,8797,0.1806,0.0064,0.0809,0.0483,0.5169,0.0779,0.0064,0.0049,0.0063,0.0107,0.001,0.0046,0.0053,0.0346,17
134,482948,462071,0,178568,20050,263449,20048,178354,5356,193046,4,0,42312,1688,18342,15141,64509,28513,5843,716,1410,4356,242,1622,1355,6997,0.2133,0.0085,0.0924,0.0763,0.3251,0.1437,0.0295,0.0036,0.0071,0.022,0.0012,0.0082,0.0068,0.0353,17
135,539161,495944,0,188463,16554,290924,16541,188339,5256,199624,3,0,53175,6315,19558,17138,70011,13506,2569,876,1690,2717,358,1688,3172,6851,0.2595,0.0308,0.0955,0.0836,0.3417,0.0659,0.0125,0.0043,0.0082,0.0133,0.0017,0.0082,0.0155,0.0334,17
136,556190,485521,0,185638,20971,278911,20967,185547,5156,201358,1,0,50881,2982,22403,18034,76170,12219,2727,1044,1745,2310,286,1546,2066,6945,0.2464,0.0144,0.1085,0.0873,0.3688,0.0592,0.0132,0.0051,0.0084,0.0112,0.0014,0.0075,0.01,0.0336,17
137,519967,471056,0,193636,23898,253522,23896,193540,6046,211390,0,0,55762,2258,18725,19705,75871,18815,2562,735,1366,3071,418,1179,3096,7827,0.2565,0.0104,0.0861,0.0906,0.3489,0.0865,0.0118,0.0034,0.0063,0.0141,0.0019,0.0054,0.0142,0.036,17
138,546600,513608,0,168665,17978,326964,17977,168504,4300,182181,1,0,51034,2307,17653,16142,65329,12059,1802,1116,1410,3041,305,1149,1710,7124,0.2737,0.0124,0.0947,0.0866,0.3503,0.0647,0.0097,0.006,0.0076,0.0163,0.0016,0.0062,0.0092,0.0382,17
139,499580,465511,0,185379,14720,265413,14694,185050,7140,192604,0,1,65847,1484,13334,16428,60794,17656,1936,560,1381,4132,226,1215,1130,6481,0.3297,0.0074,0.0668,0.0822,0.3044,0.0884,0.0097,0.0028,0.0069,0.0207,0.0011,0.0061,0.0057,0.0324,13
140,520252,513472,0,187275,15488,310709,15488,186960,7718,194730,0,0,65995,1365,14447,15811,62747,17039,1782,585,1294,4756,252,1210,1156,6291,0.326,0.0067,0.0714,0.0781,0.3099,0.0842,0.0088,0.0029,0.0064,0.0235,0.0012,0.006,0.0057,0.0311,13
141,470233,447397,0,183365,30387,233645,30387,183174,7530,206031,0,0,60235,1261,16705,14700,79056,16151,1404,559,1362,5329,288,1012,969,7000,0.2821,0.0059,0.0782,0.0688,0.3702,0.0756,0.0066,0.0026,0.0064,0.025,0.0013,0.0047,0.0045,0.0328,17
142,519656,406209,0,194070,44577,167565,44569,193775,6848,231496,3,6,61839,1556,23831,15362,91877,16590,1628,511,1541,4713,359,1445,1239,9005,0.2595,0.0065,0.0999,0.0645,0.3855,0.0696,0.0068,0.0021,0.0065,0.0198,0.0015,0.0061,0.0052,0.0378,17
143,520668,419042,0,191594,57478,169958,57426,190121,7937,239610,12,0,62120,1326,22225,13702,102646,17894,1238,417,1524,5317,219,1117,1194,8671,0.2509,0.0054,0.0898,0.0554,0.4147,0.0723,0.005,0.0017,0.0062,0.0215,0.0009,0.0045,0.0048,0.035,17
144,489923,402241,0,169388,44910,187938,44904,167814,8863,203855,6,1,58804,1127,19924,13081,73476,18501,1336,345,1305,4891,289,1048,1097,8631,0.2764,0.0053,0.0937,0.0615,0.3454,0.087,0.0063,0.0016,0.0061,0.023,0.0014,0.0049,0.0052,0.0406,17
145,610410,601739,0,250607,54566,296485,54547,250311,11643,293215,84,3,66653,3153,26821,18256,118370,30985,2360,1041,2239,5924,482,2066,1854,13011,0.2186,0.0103,0.088,0.0599,0.3883,0.1016,0.0077,0.0034,0.0073,0.0194,0.0016,0.0068,0.0061,0.0427,17
146,510867,468929,0,209114,99183,160632,99176,209006,3413,304769,0,0,48259,1775,20538,13281,187739,16241,1950,610,1908,3555,270,1299,1234,6110,0.1566,0.0058,0.0666,0.0431,0.6092,0.0527,0.0063,0.002,0.0062,0.0115,0.0009,0.0042,0.004,0.0198,17
147,525689,466968,0,209372,78575,179021,78572,209251,4566,283257,1,1,54476,1864,24192,15840,147353,20068,2022,675,2076,4169,244,1533,1480,7265,0.1893,0.0065,0.0841,0.055,0.512,0.0697,0.007,0.0023,0.0072,0.0145,0.0008,0.0053,0.0051,0.0252,17
148,518056,444492,0,192050,40104,212338,40101,191491,5263,226329,0,0,49846,1446,20010,14433,92789,20952,11015,1038,1646,2499,273,1469,2299,6614,0.2152,0.0062,0.0864,0.0623,0.4007,0.0905,0.0476,0.0045,0.0071,0.0108,0.0012,0.0063,0.0099,0.0286,17
149,448226,429435,0,182867,40798,205770,40798,182579,4715,218662,0,0,45845,1570,15055,11308,116684,11528,2223,860,1673,3730,292,1193,1971,4730,0.2052,0.007,0.0674,0.0506,0.5224,0.0516,0.0099,0.0038,0.0075,0.0167,0.0013,0.0053,0.0088,0.0212,17
150,530576,479162,0,216161,19282,243718,19279,215764,3312,231731,1,0,45956,2251,15942,13007,114219,21570,3291,1712,1744,3147,375,1669,2142,4706,0.1955,0.0096,0.0678,0.0553,0.4859,0.0918,0.014,0.0073,0.0074,0.0134,0.0016,0.0071,0.0091,0.02,17
151,539432,462504,0,227278,22149,213077,22146,226904,3667,245383,0,0,55561,1889,17670,13471,123243,15043,2826,947,1770,2991,310,1727,2484,5451,0.2231,0.0076,0.0709,0.0541,0.4949,0.0604,0.0113,0.0038,0.0071,0.012,0.0012,0.0069,0.0099,0.0219,17
152,508356,433251,0,203941,14729,214578,14717,203282,4583,213416,3,0,49778,2478,14688,16384,97955,15632,2368,1257,1795,2648,262,1667,2110,4394,0.2283,0.0114,0.0674,0.0752,0.4493,0.0717,0.0109,0.0058,0.0082,0.0121,0.0012,0.0076,0.0097,0.0202,17
153,459083,433519,0,204158,61075,168282,61074,203907,3562,261419,4,0,50199,1420,20003,9546,149093,15270,1093,644,1510,3238,309,1116,1610,6368,0.1894,0.0054,0.0755,0.036,0.5627,0.0576,0.0041,0.0024,0.0057,0.0122,0.0012,0.0042,0.0061,0.024,17
154,464371,390547,59,184371,40740,165375,40798,183919,2660,222057,2,0,40716,1306,15996,11142,122879,13703,1927,576,1669,3557,341,1189,1798,5258,0.1812,0.0058,0.0712,0.0496,0.5468,0.061,0.0086,0.0026,0.0074,0.0158,0.0015,0.0053,0.008,0.0234,17
155,450779,434477,0,193962,48104,192410,48103,193626,3477,238252,1,0,46469,1387,16181,10867,130678,13674,1288,560,1669,3641,227,988,4847,5776,0.1922,0.0057,0.0669,0.045,0.5406,0.0566,0.0053,0.0023,0.0069,0.0151,0.0009,0.0041,0.0201,0.0239,17
156,447962,402014,103,169707,43065,189139,43167,169622,3206,209583,0,0,45149,1423,18205,12789,98731,18326,2004,512,1377,2929,193,1073,1185,5687,0.2122,0.0067,0.0856,0.0601,0.464,0.0861,0.0094,0.0024,0.0065,0.0138,0.0009,0.005,0.0056,0.0267,17
157,446521,385617,0,166162,50587,168868,50585,165311,3551,212345,0,0,40563,1658,20918,12441,106147,16905,1578,484,1241,2258,193,1227,1147,5585,0.1879,0.0077,0.0969,0.0576,0.4917,0.0783,0.0073,0.0022,0.0057,0.0105,0.0009,0.0057,0.0053,0.0259,17
158,507165,411170,439,207214,26876,176638,27296,206487,6481,227302,3,0,55854,3804,17913,13810,101849,12902,3616,898,2258,4399,309,1718,1494,6478,0.2389,0.0163,0.0766,0.0591,0.4357,0.0552,0.0155,0.0038,0.0097,0.0188,0.0013,0.0073,0.0064,0.0277,17
159,512226,485902,0,192340,10822,282737,10816,191999,6227,196588,3,0,57484,3655,12996,15279,66209,19940,2064,1291,1947,5302,320,1377,2212,6512,0.2834,0.018,0.0641,0.0753,0.3265,0.0983,0.0102,0.0064,0.0096,0.0261,0.0016,0.0068,0.0109,0.0321,17
160,475298,393630,3692,202845,53986,133107,57674,202470,5654,254490,1,1,44984,2990,18603,10291,148916,11184,1736,747,1757,5075,385,1163,1248,5411,0.1729,0.0115,0.0715,0.0396,0.5724,0.043,0.0067,0.0029,0.0068,0.0195,0.0015,0.0045,0.0048,0.0208,17
161,434091,398976,0,197443,32006,169529,31980,197201,6432,222749,0,2,49040,2581,18521,12016,106448,14463,1485,818,1874,5517,300,1143,1157,7386,0.214,0.0113,0.0808,0.0524,0.4645,0.0631,0.0065,0.0036,0.0082,0.0241,0.0013,0.005,0.005,0.0322,17
162,491665,428631,0,179882,24480,224267,24451,179121,6689,196883,2,0,55655,3338,16117,12081,76979,12904,2109,658,1987,5586,310,1366,1447,6346,0.2734,0.0164,0.0792,0.0593,0.3781,0.0634,0.0104,0.0032,0.0098,0.0274,0.0015,0.0067,0.0071,0.0312,17
163,479051,398191,0,211104,34616,152471,34608,210793,2339,243062,0,0,47888,1462,11930,6581,153953,9730,2010,522,1177,1967,206,969,1034,3633,0.1951,0.006,0.0486,0.0268,0.6274,0.0396,0.0082,0.0021,0.0048,0.008,0.0008,0.0039,0.0042,0.0148,17
164,471457,435967,0,236500,54737,144723,54711,236252,6351,284612,7,0,55716,1489,14607,9506,175214,12626,2338,551,1426,3283,282,1111,1487,4976,0.1915,0.0051,0.0502,0.0327,0.6022,0.0434,0.008,0.0019,0.0049,0.0113,0.001,0.0038,0.0051,0.0171,17
165,447833,410272,0,180923,52093,177254,52091,180843,4434,228500,2,0,57694,1147,13479,6126,128541,9203,1181,372,1053,2953,181,845,1023,4702,0.2477,0.0049,0.0579,0.0263,0.5518,0.0395,0.0051,0.0016,0.0045,0.0127,0.0008,0.0036,0.0044,0.0202,17
166,467199,408355,0,230579,38697,139098,38696,230246,4094,264848,1,20,54052,1275,13433,7370,163536,10970,2253,675,1382,2628,345,901,1212,4816,0.201,0.0047,0.0499,0.0274,0.6081,0.0408,0.0084,0.0025,0.0051,0.0098,0.0013,0.0034,0.0045,0.0179,17
167,386296,356885,4658,132246,17387,202594,22020,131939,4287,149672,0,0,44077,1584,13694,13970,55002,8003,1522,466,1357,2860,265,1252,1442,4178,0.2863,0.0103,0.0889,0.0907,0.3573,0.052,0.0099,0.003,0.0088,0.0186,0.0017,0.0081,0.0094,0.0271,17
168,547113,486440,0,235873,6359,244206,6359,235678,7392,234645,2,0,46132,2837,15683,25279,81037,31621,13040,1375,2325,3910,419,2422,2045,6520,0.1906,0.0117,0.0648,0.1044,0.3348,0.1306,0.0539,0.0057,0.0096,0.0162,0.0017,0.01,0.0084,0.0269,17
169,471939,424855,1229,208990,12236,202401,13459,208763,7976,214246,0,1,48374,1734,17664,19108,77648,28137,3921,1014,1654,4097,335,1767,1611,7182,0.2177,0.0078,0.0795,0.086,0.3494,0.1266,0.0176,0.0046,0.0074,0.0184,0.0015,0.008,0.0072,0.0323,17
170,513205,484210,51,220280,11458,252418,11483,220156,7773,223866,3,0,46966,2106,17393,21253,75152,35205,6078,1355,2132,4701,358,2010,1989,7168,0.2028,0.0091,0.0751,0.0918,0.3244,0.152,0.0262,0.0058,0.0092,0.0203,0.0015,0.0087,0.0086,0.0309,17
171,430778,381761,0,199948,15289,166524,15253,199740,8311,206682,0,0,46926,1598,20520,15323,73157,29573,2501,833,1466,4801,222,1633,1362,6767,0.2183,0.0074,0.0954,0.0713,0.3403,0.1376,0.0116,0.0039,0.0068,0.0223,0.001,0.0076,0.0063,0.0315,17
172,486815,429078,366,217879,27468,183365,27803,217737,8894,236646,0,0,52332,1676,24747,17948,91801,25777,4074,941,1624,4926,314,1564,1520,7402,0.2131,0.0068,0.1008,0.0731,0.3739,0.105,0.0166,0.0038,0.0066,0.0201,0.0013,0.0064,0.0062,0.0301,17
173,447445,414383,224,201197,25394,187568,25616,201062,7788,218890,0,0,53531,1497,19496,17546,77542,28919,2656,784,1467,5117,288,1415,1387,7245,0.2362,0.0066,0.086,0.0774,0.3421,0.1276,0.0117,0.0035,0.0065,0.0226,0.0013,0.0062,0.0061,0.032,17
174,428402,372587,1039,203674,22954,144919,23991,203486,8276,219201,1,0,48936,1342,22797,16017,82675,27800,2109,934,1423,5026,281,1340,1214,7307,0.2151,0.0059,0.1002,0.0704,0.3634,0.1222,0.0093,0.0041,0.0063,0.0221,0.0012,0.0059,0.0053,0.0321,17
175,398506,362250,0,149052,24412,188786,24409,149018,4122,169305,0,0,37026,1143,17107,9392,76995,12960,1143,513,1406,3195,189,1008,1503,5725,0.2135,0.0066,0.0986,0.0542,0.444,0.0747,0.0066,0.003,0.0081,0.0184,0.0011,0.0058,0.0087,0.033,17
176,367976,317620,108,132317,15067,170128,15173,132257,3868,143562,0,0,36177,1297,18979,9767,51159,11357,1610,847,1446,2544,234,1200,1643,5302,0.2454,0.0088,0.1287,0.0662,0.347,0.077,0.0109,0.0057,0.0098,0.0173,0.0016,0.0081,0.0111,0.036,17
177,412316,396075,0,174677,70240,151158,70222,174459,3281,241400,0,0,34585,949,11370,5893,142907,10685,1319,634,1126,1617,267,873,26109,3066,0.1413,0.0039,0.0465,0.0241,0.5841,0.0437,0.0054,0.0026,0.0046,0.0066,0.0011,0.0036,0.1067,0.0125,17
178,405370,364947,0,165948,70548,128451,70538,165786,4007,232317,0,0,37548,984,12057,5882,130864,12025,1089,579,1120,1879,227,861,23743,3459,0.1589,0.0042,0.051,0.0249,0.5537,0.0509,0.0046,0.0025,0.0047,0.008,0.001,0.0036,0.1005,0.0146,17
179,514467,457338,0,188452,19084,249798,19077,188267,5545,201799,4,0,47854,1753,20710,14695,68454,22470,2666,888,1955,3838,211,1587,7278,7440,0.2308,0.0085,0.0999,0.0709,0.3301,0.1084,0.0129,0.0043,0.0094,0.0185,0.001,0.0077,0.0351,0.0359,17
180,518149,456905,0,199621,31248,226033,31246,199360,5641,224965,3,0,53066,1731,22568,14261,86567,21181,2508,756,1955,4320,308,1558,5056,9130,0.2301,0.0075,0.0979,0.0618,0.3754,0.0918,0.0109,0.0033,0.0085,0.0187,0.0013,0.0068,0.0219,0.0396,17
181,385200,330163,0,150425,9653,170085,9649,150235,4647,155237,0,0,36136,1323,20733,14906,50796,12957,3782,2566,988,3967,169,1052,1093,4769,0.226,0.0083,0.1297,0.0932,0.3177,0.081,0.0237,0.016,0.0062,0.0248,0.0011,0.0066,0.0068,0.0298,17
182,382412,303418,1390,144988,11844,145196,13232,144894,4152,153974,0,0,35202,1221,17629,14845,53185,14143,4157,2033,1145,3119,170,1009,1110,5006,0.2226,0.0077,0.1115,0.0939,0.3363,0.0894,0.0263,0.0129,0.0072,0.0197,0.0011,0.0064,0.007,0.0317,17
183,571265,494545,0,249890,65955,178700,65943,248663,5426,309180,0,0,51319,2640,21377,17667,169259,21566,3387,879,2143,3531,393,2294,2484,10241,0.1631,0.0084,0.0679,0.0562,0.538,0.0685,0.0108,0.0028,0.0068,0.0112,0.0012,0.0073,0.0079,0.0326,17
184,584533,520736,0,247761,50893,222082,50878,247197,5877,292198,0,0,51929,2527,19142,15671,154698,24310,2995,1037,1887,3850,366,2156,2911,8719,0.1742,0.0085,0.0642,0.0526,0.519,0.0816,0.01,0.0035,0.0063,0.0129,0.0012,0.0072,0.0098,0.0293,17
185,543594,496008,1574,291377,44771,158286,46187,290902,6640,330449,0,0,44451,2386,35457,14643,178005,33097,2049,2626,1792,4223,508,1777,1627,7808,0.1319,0.0071,0.1052,0.0434,0.5281,0.0982,0.0061,0.0078,0.0053,0.0125,0.0015,0.0053,0.0048,0.0232,17
