id,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,percent13,percent14,percent15,percent16,percent17,percent18,percent19,percent20,percent21,percent22,percent23,percent24,percent25,percent26,percent27,winner_index
108,61002,0,29570,15535,120091,27958,11809,0,8332,12196,0,0,0,19753,0,0.199192805783586,0,0.096556300381653,0.050727160176834,0.392138744306157,0.091292561585061,0.038560478566349,0,0.027206868271219,0.039824167719129,0,0,0,0.06450039233814,0,17
109,39017,0,21439,24228,68145,14203,0,0,0,0,11306,0,0,19462,0,0.197254802831143,0,0.108387151770039,0.122487238821051,0.344514317709283,0.071804781780394,0,0,0,0,0.057158689207149,0,0,0.098392217349154,0,17
110,42616,0,15252,20086,91945,16419,3476,2017,0,0,0,0,0,14345,0,0.206717243252682,0,0.073982734950683,0.097430973919448,0.445996758788391,0.079643491027751,0.016861000963059,0.009783843194042,0,0,0,0,0,0.069583158462336,0,17
111,40597,0,13249,12131,101200,20929,6468,0,0,9100,3141,0,4174,11726,0,0.182282289024089,0,0.059488535376125,0.054468671042929,0.454392012986928,0.093972039919006,0.029041576482208,0,0,0.040859360851591,0.01410321455328,0,0.018741425515884,0.052650204983051,0,17
112,38999,0,19690,15497,72546,0,0,0,0,0,3628,0,5498,13773,0,0.229904911248534,0,0.116075324166649,0.091356998405819,0.427668891162709,0,0,0,0,0,0.02138757115676,0,0.032411484625101,0.081193775507733,0,17
113,20285,0,9915,0,74467,24895,3850,0,0,12156,4253,0,3271,18181,0,0.118436647924658,0,0.057889995175556,0,0.434785100427447,0.145352640433229,0.022478717239122,0,0,0.070974360197081,0.024831684264412,0,0.019098151711472,0.106152093019343,0,17
114,47552,6573,13809,13544,114865,15269,0,0,0,11638,0,0,5442,0,0,0.20793031675791,0.02874168761361,0.060382460729549,0.059223698176625,0.502268908081659,0.06676658649283,0,0,0,0.050889353173328,0,0,0.023796172879297,0,0,17
115,38708,5062,12023,10307,114494,15390,0,2021,0,14820,0,0,5443,13060,0,0.167329506155762,0.021882333044163,0.051973778210791,0.04455574582206,0.494941841675646,0.066528856912923,0,0.008736505511437,0,0.064064825175407,0,0,0.023529341661926,0.056456586827991,0,17
116,7770,0,3332,0,21487,2860,0,0,0,2552,0,0,0,0,0,0.204468303465698,0,0.08768143132882,0,0.565429446267214,0.075260772389083,0,0,0,0.067155766131797,0,0,0,0,0,17
117,46899,0,14200,16223,139827,35122,0,8622,7166,0,0,0,4780,16856,0,0.161890954279501,0,0.049017042284417,0.056000244857754,0.482669434612902,0.121237785853049,0,0.029762319618046,0.0247363468317,0,0,0,0.016500102966163,0.058185300334235,0,17
118,29110,4692,9390,11879,96505,40421,5057,0,4167,12005,0,0,3016,9082,0,0.129191741669773,0.020823335773362,0.041673296002101,0.052719604175607,0.428294082074835,0.1793904470395,0.022443222351717,0,0.018493357235437,0.053278798562856,0,0,0.013385160888428,0.040306376388826,0,17
119,36346,3487,11789,10439,101598,15324,4085,4872,0,0,0,4087,2537,12010,0,0.175946634135951,0.016880135108954,0.057069084180743,0.050533901922367,0.491823294138193,0.074181579946197,0.019774977426273,0.02358474663912,0,0,0,0.019784659177767,0.012281301770001,0.058138917720818,0,17
120,26641,7048,17145,13473,138460,33762,5663,0,0,14612,0,0,5553,13062,0,0.096728983839169,0.025590091913399,0.062250579609855,0.048918172008374,0.502724715822719,0.122584081002504,0.02056139004553,0,0,0.053053687329204,0,0,0.020161998750279,0.047425900896117,0,17
121,54542,8077,17820,13731,125785,23630,6314,3919,0,0,0,0,5757,11053,0,0.201538643451528,0.029845374406949,0.065846788817511,0.050737500407029,0.464788907486569,0.087315354644096,0.023330899247686,0.014481120391461,0,0,0,0,0.02127272520889,0.040842006554431,0,17
122,48189,4708,16468,12913,102124,16177,7328,0,0,16317,0,0,5873,8032,0,0.202365104628164,0.019770779699592,0.06915572919733,0.054226860039174,0.428859587597043,0.067933703620671,0.030773207648654,0,0,0.068521619705661,0,0,0.024663079765358,0.033729585676036,0,17
123,43207,5605,11543,0,127354,9451,4773,2601,0,0,0,0,4783,8177,0,0.198658353793668,0.025770802322891,0.0530726736781,0,0.585551181114157,0.043454027456616,0.021945410332285,0.011958938251472,0,0,0,0,0.021991388564702,0.037596400646784,0,17
124,47273,5205,10048,9267,94658,15471,6091,3176,0,6454,0,0,3926,8076,0,0.225490710486775,0.024827658191675,0.047928584047294,0.044203243268937,0.451515118307005,0.073796091142087,0.029053842101122,0.015149401167815,0,0.030785338519232,0,0,0.018726873106059,0.038522217831006,0,17
125,32239,4365,9375,9920,101361,32563,5780,2703,0,0,0,0,8244,9555,0,0.149182110548113,0.020198500667477,0.043381655454472,0.045903575691559,0.469035517708879,0.150681263633491,0.026746236642864,0.012507798900633,0,0,0,0,0.038148092540445,0.044214583239198,0,17
126,39036,8554,14076,9441,79586,0,0,9430,4512,10975,0,0,6259,7893,0,0.205710310810384,0.045077469288371,0.074177029106499,0.049751728601482,0.419398482414739,0,0,0.049693761329518,0.023777121009415,0.057835528164523,0,0,0.032983377747768,0.041594152510486,0,17
127,51347,7529,14233,11609,83437,14403,6051,3574,0,0,0,0,0,13534,0,0.249600178886529,0.03659877824846,0.069187185301651,0.056431815791953,0.405590611959098,0.070013562137264,0.029414154307615,0.017373357708712,0,0,0,0,0,0.065789318195218,0,17
128,40828,0,23067,21022,86223,46852,0,3394,0,0,0,0,0,16658,0,0.171514509922535,0,0.096902183545351,0.088311340984539,0.362214287589664,0.196820614014253,0,0.014257858020242,0,0,0,0,0,0.069978608986797,0,17
129,31209,0,14010,13274,107625,36495,0,8354,0,13211,0,0,3741,11004,0,0.13062367373589,0,0.058638106588629,0.055557617905601,0.450458688194235,0.15274787294447,0,0.034965220731007,0,0.055293934771048,0,0,0.015657755656536,0.046056654168542,0,17
130,41062,0,14280,15826,148620,20527,0,4374,0,0,0,0,11335,16489,0,0.150679050173753,0,0.052401140878585,0.058074261592751,0.545368176286787,0.075324805239126,0,0.016050601554827,0,0,0,0,0.041594322959297,0.060507171704971,0,17
131,53997,0,14165,13127,116773,22128,0,4039,0,0,0,0,5813,12889,0,0.222272991096237,0,0.058308684521754,0.054035870223584,0.4806833757613,0.091087509431513,0,0.016626104961763,0,0,0,0,0.023928583348038,0.053056169064659,0,17
132,45932,0,12083,12427,86454,17253,0,2651,0,0,0,0,0,8526,0,0.247844339164499,0,0.065198535774322,0.067054721846189,0.466496251910389,0.093095285749762,0,0.014304503710811,0,0,0,0,0,0.046005355955629,0,17
133,40563,0,21327,0,129582,22593,0,9241,0,0,0,0,6230,15969,0,0.16522270422191,0,0.086869862720215,0,0.52781781549261,0.09202657703558,0,0.03764075591492,0,0,0,0,0.025376248171189,0.065045474646182,0,17
134,30376,6709,14395,12895,53243,35997,11462,0,0,8823,0,0,0,12676,0,0.162807649429723,0.03595850562602,0.077153463813688,0.069113853134943,0.285368660912274,0.192934577068519,0.061433345066516,0,0,0.047288990012377,0,0,0,0.067940069975846,0,17
135,49006,18455,13243,9952,61928,10627,3432,3055,3307,0,2935,0,5484,7049,0,0.260016023515305,0.097918399662801,0.070264572909067,0.052803219028244,0.328576944129934,0.056384627071257,0.018209470227586,0.016209187513192,0.017546246515917,0,0.01557249274999,0,0.029096950678345,0.037400511548442,0,17
136,38754,0,11554,15005,79590,12016,2555,2753,3327,15158,0,0,0,7264,0,0.206164616759586,0,0.061465226029095,0.07982393253995,0.423404651173247,0.063922983898703,0.01359214579404,0.0146454705953,0.017699048554509,0.080637865340923,0,0,0,0.038643188668457,0,17
137,53042,0,12111,16905,29235,63272,4579,1368,0,0,2072,0,11372,11188,0,0.258559840892251,0,0.059036504774845,0.082405425911878,0.142509472140416,0.308426862365946,0.022320878157379,0.006668478121707,0,0,0.01010020955276,0,0.05543416169594,0.054537231890097,0,18
138,51586,0,12424,15003,65385,9971,0,5227,0,0,1173,0,0,12906,0,0.297026054411976,0,0.071535792439936,0.0863853423999,0.376478411838795,0.057411734257775,0,0.030096393036345,0,0,0.006753982979076,0,0,0.074311086383597,0,17
139,61631,0,9723,15439,53087,15073,4797,0,0,13797,0,0,0,10069,0,0.335651577204601,0,0.052952804909744,0.084082932736968,0.289119156046855,0.082089646035644,0.026125126519803,0,0,0.075140373273654,0,0,0,0.054837168840503,0,13
140,85262,0,11338,18308,38392,0,3598,0,0,20451,0,0,0,10291,0,0.454391387763803,0,0.06042407026126,0.097569578262758,0.20460406645531,0,0.019174969553715,0,0,0.108990356404395,0,0,0,0.054844250049271,0,13
141,40689,0,9757,14797,89741,13224,0,0,0,21513,0,0,0,11365,0,0.202346259809236,0,0.048521479276828,0.073585357062542,0.446281241342809,0.065762841237754,0,0,0,0.10698396881033,0,0,0,0.05651804980846,0,17
142,56387,0,16707,16879,85593,23188,3937,0,0,0,5000,0,0,11512,0,0.257236442931894,0,0.076216933136076,0.077001593009147,0.390473212301199,0.105783099632449,0.017960499536526,0,0,0,0.022809880031147,0,0,0.052517467783714,0,17
143,57258,0,15798,15026,102134,22495,4170,0,0,0,0,0,0,13949,0,0.248052679461075,0,0.068439903926259,0.06509545489277,0.442463675630116,0.097452566072997,0.018065223406286,0,0,0,0,0,0,0.060429688559779,0,17
144,50427,0,14532,11166,67125,21241,19141,0,0,0,0,0,0,14388,0,0.254656095343905,0,0.073386432237641,0.056388171095892,0.338980475086132,0.10726680478666,0.096661829029775,0,0,0,0,0,0,0.072659233900026,0,17
145,52299,0,14741,20175,110969,37805,0,5288,0,17333,9665,0,0,18717,0,0.182231560461616,0,0.051363768467066,0.070298082139819,0.386662100469567,0.131728326904379,0,0.018425589013897,0,0.060395373369491,0.033676875533152,0,0,0.065217804382205,0,17
146,45604,6562,15564,12891,182166,12104,3982,0,3843,0,0,0,0,13174,0,0.154124843691913,0.022177148879484,0.052600597270641,0.043566840106389,0.615654099357719,0.04090706947853,0.013457695857857,0,0.012987926966787,0,0,0,0,0.044523276050079,0,17
147,48095,0,16157,0,151889,29521,12422,0,0,0,0,0,0,15514,0,0.175787103706898,0,0.05905375631076,0,0.555153555256853,0.107899111224233,0.045402349501285,0,0,0,0,0,0,0.056703594442355,0,17
148,27880,0,11618,11599,88032,27430,20534,3699,0,14385,0,0,3220,10683,0,0.12725944860325,0,0.05303082550359,0.052944099243944,0.401825583640213,0.125205331689057,0.09372826397751,0.016884233391098,0,0.065660907632048,0,0,0.014697818740021,0.048762980621006,0,17
149,32720,0,10489,9140,100995,8676,4221,0,5382,12626,0,0,6819,0,0,0.171247932673184,0,0.054896636794568,0.04783632951686,0.528580973693141,0.045407876902438,0.02209159156353,0,0.02816795683367,0.066081126529527,0,0,0.035688832710664,0,0,17
150,33031,0,17444,10400,73426,40268,3691,5144,0,5367,0,0,3658,9871,0,0.16327731092437,0,0.08622830410714,0.051408757321386,0.362955712988469,0.199050753828612,0.01824516569935,0.025427562275116,0,0.026529884667681,0,0,0.018082041757849,0.048793831107635,0,17
151,55886,0,14415,9332,79452,10330,4042,2630,2972,0,0,2445,0,8090,0,0.294766712026752,0,0.076030768846378,0.04922089038324,0.41906324289854,0.054484761858001,0.021319206914815,0.013871725429482,0.015675577177346,0,0,0.012895957671134,0,0.042670060351523,0,17
152,50059,5561,14107,21430,70682,18591,0,2964,0,0,0,0,0,0,0,0.272958766371855,0.030322648086455,0.076921691391652,0.116852048381874,0.385410008573385,0.101371742019012,0,0.016161897872323,0,0,0,0,0,0,0,17
153,47958,0,11734,8738,129211,19598,0,0,0,0,0,0,0,13690,0,0.207674220214871,0,0.050812108689835,0.037838435804652,0.55952645099048,0.084865834847741,0,0,0,0,0,0,0,0.059282236915276,0,17
154,37060,0,8550,9691,90608,16163,6498,0,6280,0,0,0,0,8621,0,0.201993775583062,0,0.046601318937727,0.052820278576083,0.493854070913396,0.088095569355611,0.035417002392672,0,0.034228805020927,0,0,0,0,0.046988300650543,0,17
155,44774,0,14167,21645,101422,18617,0,0,0,0,0,0,0,13027,0,0.209565087151068,0,0.066308698743807,0.101309506904051,0.474706066492155,0.087136941096453,0,0,0,0,0,0,0,0.06097292429841,0,17
156,28226,0,11408,15594,81024,22767,15341,0,0,11185,0,0,2509,10880,0,0.141886253732394,0,0.057345611426132,0.078387751102656,0.407290569792327,0.114444910180464,0.077115973429899,0,0,0.056224637429986,0,0,0.012612214153942,0.054691466717769,0,17
157,30846,3276,29115,11460,101096,12533,0,0,0,7924,0,0,0,8564,0,0.15060493911549,0.015994988580252,0.142153252791696,0.055953160810333,0.493598668872721,0.061192056233499,0,0,0,0.038688730040234,0,0,0,0.041813513890025,0,17
158,47695,0,9646,10894,115721,12989,4277,0,5713,11338,0,0,0,0,0,0.218510764043194,0,0.044192320367166,0.049909925158605,0.530165820569019,0.059507987689106,0.019594708087328,0,0.02617361872876,0.051944073017098,0,0,0,0,0,17
159,77988,4243,7322,9565,43644,18924,0,4201,4918,6133,0,0,6327,8066,0,0.407607758282767,0.02217618138627,0.03826867341277,0.049991786560113,0.228106799020343,0.09890690735636,0,0.021956664436909,0.025704088479105,0.032054325872784,0,0,0.033068273242638,0.042157213841492,0,13
160,37327,7340,13622,9828,146172,13219,0,0,5701,10405,0,0,0,0,5336,0.149937738501707,0.029483814337271,0.05471777538643,0.039477778336356,0.587153623828018,0.053098977597506,0,0,0.022900164254738,0.041795511150771,0,0,0,0,0.021434007448392,17
161,48304,4268,14867,10461,102304,16400,0,0,4425,0,0,0,0,15889,0,0.222683225919472,0.019675617600061,0.068537343094482,0.048225542887696,0.471624695495921,0.075604521877279,0,0,0.0203993908114,0,0,0,0,0.073248795616346,0,17
162,68817,7575,10032,9539,65826,12143,0,0,3414,0,0,0,3854,7496,0,0.364697714842922,0.040143857631465,0.05316476489535,0.050552102505656,0.348846073963448,0.06435204746055,0,0,0.018092554560678,0,0,0,0.020424342494685,0.039725187166621,0,13
163,38534,0,5987,3498,173322,5478,1977,0,0,4260,0,0,1569,2848,0,0.162266868233441,0,0.025211269950884,0.01473008556676,0.729859316924511,0.023067869849831,0.008325151276582,0,0,0.017938869215093,0,0,0.00660706239401,0.011992934160701,0,17
164,38794,0,6772,10115,182223,18094,7140,0,0,14404,0,0,2783,0,0,0.138389369481851,0,0.024157662202217,0.036083099996371,0.650041594724529,0.064546476651936,0.02547042352685,0,0,0.051383190543522,0,0,0.009927757517538,0,0,17
165,67352,0,6851,4409,121326,6364,1404,0,0,7861,0,0,2604,6382,0,0.299938099246058,0,0.030509460345889,0.019634536661075,0.540299341107189,0.02834071020891,0.006252413125913,0,0,0.035007278905129,0,0,0.011596355968573,0.028420869351549,0,17
166,60721,0,14545,6916,136409,14445,4242,0,0,8567,0,0,3041,7959,0,0.236411065039226,0,0.056629432584538,0.026926720918162,0.531094140214794,0.056240093068659,0.016515782263569,0,0,0.033354716325317,0,0,0.011839814677867,0.030987532068775,0,17
167,35820,0,9792,14488,56558,9176,3130,0,0,6914,0,0,3624,0,0,0.25677051225072,0,0.070192412844678,0.103854950704012,0.405427132931911,0.065776713670625,0.022436913011013,0,0,0.04956192222305,0,0,0.025978074361633,0,0,17
168,25210,0,9429,22207,73869,28689,29053,0,0,11038,0,0,3651,9067,0,0.118795738244123,0,0.044431748864102,0.104644802951013,0.348088753509632,0.135189568688324,0.136904825511586,0,0,0.0520137494922,0,0,0.017204402916835,0.04272591652888,0,17
169,40110,0,10510,13115,65497,47177,6664,0,5055,0,0,0,5544,10252,0,0.196690924069751,0,0.051538758865038,0.064313113464792,0.321183072253412,0.231345768503889,0.032678809617185,0,0.024788622841367,0,0,0,0.027186572706733,0.050273582862451,0,17
170,46852,0,14471,24715,76231,0,7540,5859,13573,0,0,0,4602,16096,0,0.223169587356327,0,0.068929472928031,0.117724547261163,0.363109850789631,0,0.035915156235046,0.027908076973626,0.064652044506404,0,0,0,0.021920629840011,0.076669808323516,0,17
171,48386,0,15149,18446,67711,35252,4471,0,3811,0,0,0,4937,0,0,0.244172726492837,0,0.076447073034369,0.093084870895239,0.341693033350729,0.177893736788408,0.022562206319669,0,0.019231618940787,0,0,0,0.02491380286294,0,0,17
172,62396,0,26090,22915,93167,0,11225,0,0,0,0,0,6426,0,0,0.280786071398035,0,0.117406554047471,0.103118864929007,0.419257049480288,0,0.050513168615671,0,0,0,0,0,0.028917382763858,0,0,17
173,55229,0,21294,0,84944,26712,6708,0,0,0,0,0,16200,0,0,0.261640934780446,0,0.100877712063088,0,0.40241177672053,0.126544822232986,0.031778326877017,0,0,0,0,0,0.076745512135908,0,0,17
174,45955,0,14921,13225,92055,27739,4387,6262,0,0,0,0,2234,6470,0,0.215500262605042,0,0.06997010486112,0.062016931625783,0.431680048454551,0.130078462485262,0.020572270627018,0.029364841273395,0,0,0,0,0.010476054839471,0.030340230443767,0,17
175,23613,0,10273,6611,90608,13243,3641,0,0,10232,0,0,0,6687,0,0.143188929584981,0,0.062295286341503,0.040088984522893,0.549445274489529,0.080305312666264,0.022078958198132,0,0,0.062046663082475,0,0,0,0.040549847149385,0,17
176,31375,0,49519,0,27183,12757,2603,4245,0,0,0,0,0,8415,0,0.230534104352043,0,0.36385016657331,0,0.199732205374953,0.09373445697562,0.019126032100615,0.031190935945873,0,0,0,0,0,0.061830795284929,0,15
177,41432,0,14617,9846,0,16905,5405,0,2900,0,4244,5229,126733,6771,0,0.176997804188276,0,0.062443882688844,0.04206215153276,0,0.072218227875412,0.023090181701663,0,0.012388811643815,0,0.018130385040121,0.022338308995003,0.541403884846768,0.028925739186301,0,25
178,47226,0,14774,9767,127591,20330,0,6264,0,0,0,0,0,0,0,0.209008993060473,0,0.065385508133766,0.043225954916915,0.564681356998469,0.089974778689554,0,0.02772267652294,0,0,0,0,0,0,0,17
179,35685,0,13819,14434,62870,27376,9408,7786,3982,16125,0,0,0,0,0,0.186359244849466,0,0.07216746246926,0.075379199166459,0.328328270167332,0.142966672882152,0.049131737963007,0.04066110882015,0.020795342322353,0.084210169499733,0,0,0,0,0,17
180,45135,0,17603,0,95565,19882,8152,0,5667,10226,0,0,0,13660,0,0.209064801519292,0,0.081536814829413,0,0.44265555355183,0.092093106427222,0.037759933789091,0,0.026249453481695,0.047366668661341,0,0,0,0.063272901810475,0,17
181,28396,0,35156,12436,34486,16994,4733,5780,0,0,0,0,3717,7852,0,0.189876295553327,0,0.235078270573111,0.083156029492753,0.230598169273647,0.113634091765828,0.031648237985622,0.038649232105831,0,0,0,0,0.024854532134494,0.052504112542385,0,15
182,27239,0,12926,12453,47377,30551,5063,0,0,0,0,0,2190,9271,0,0.185211123954579,0,0.087890009667455,0.084673858145506,0.322138711744932,0.207730750839424,0.034425740286734,0,0,0,0,0,0.014890849541368,0.063037929725125,0,17
183,38163,4499,10950,19051,170345,17667,8555,0,0,10610,0,0,4930,13712,0,0.127856956198364,0.015072929264817,0.036685611717054,0.063826263819324,0.570704157802883,0.059189470521022,0.028661681117753,0,0,0.035546515097529,0,0,0.016516900983112,0.045939096608607,0,17
184,40521,5506,11222,14483,139494,29674,7431,0,0,15609,0,0,5582,13462,0,0.14319184123484,0.019456920581827,0.039655929487223,0.051179542573823,0.492939246826824,0.104860991944737,0.026259420069466,0,0,0.055158563835863,0,0,0.019725485510397,0.047571566811352,0,17
185,34334,0,38377,0,169779,0,0,24063,0,25460,0,0,0,28472,0,0.107131379003698,0,0.11974659397907,0,0.529756285774618,0,0,0.075083052112421,0,0.079442069018087,0,0,0,0.08884032164505,0,17
186,42747,0,37963,27524,168190,31291,0,0,0,21803,0,0,0,14237,0,0.124353100318541,0,0.110436171886721,0.080068624582096,0.4892727063095,0.091027006677749,0,0,0,0.063425963586813,0,0,0,0.041416109874121,0,17
187,46854,4974,15216,12016,56118,0,0,3195,3189,24116,6328,0,3020,6878,0,0.257575424399683,0.027344054868741,0.083648386879591,0.066056717714588,0.308502903188019,0,0,0.017564182181933,0.017531197802249,0.132575216744757,0.034787525773794,0,0.016602137774472,0.037811093911529,0,17
188,47572,3758,11315,10859,116895,14835,0,3084,0,15892,1218,0,4233,5704,0,0.202120111316466,0.015966676323216,0.048074223081797,0.046136808523662,0.496653672748267,0.063029703881437,0,0.01310304056423,0,0.067520596837465,0.005174936253966,0,0.017984815404794,0.024234676841235,0,17
189,34694,0,12206,19360,83214,44186,5087,0,5681,18166,0,0,5937,23701,0,0.137547971708586,0,0.04839193022213,0.076754691881077,0.329910378625617,0.175179897492627,0.02016792962805,0,0.022522903128946,0.072020957268164,0,0,0.023537841203407,0.093965028526519,0,17
190,29182,0,9123,14677,111860,28129,2856,0,4954,0,0,0,2475,8626,0,0.137727603099839,0,0.043056956560107,0.069269642818447,0.527935017079202,0.132757769492409,0.013479191925427,0,0.023380923248797,0,0,0,0.011681022414366,0.040711312867202,0,17
191,22949,0,8959,13667,36778,101668,4409,2850,3399,0,2516,0,3425,7347,0,0.110349238100276,0,0.043078927167643,0.065717122178834,0.176845271053865,0.488865762616355,0.02120046767297,0.013704090013147,0.016343930510416,0,0.012098066832659,0,0.016468950278957,0.035327701518102,0,18
192,24936,0,23410,17228,99156,23624,2871,0,6823,16845,0,0,4321,13695,0,0.107063273639061,0,0.100511312310516,0.073968769264655,0.425728307708735,0.101430125673798,0.012326697037313,0,0.02929468961532,0.072324350955602,0,0,0.018552301601612,0.05879976172971,0,17
193,30480,0,13142,17582,81994,37141,0,0,5959,13601,0,0,7279,16488,0,0.13627462376937,0,0.058757218320541,0.078608234097684,0.366591033250225,0.166055535355595,0,0,0.026642388066665,0.060809384140746,0,0,0.032544041405815,0.073717015345388,0,17
194,32153,3601,8332,10537,58243,77888,5558,0,0,6038,0,0,0,6473,0,0.153972503028881,0.017244256355185,0.039899786749964,0.050458959791692,0.278910619260463,0.372985428514309,0.026615820302005,0,0,0.028914415794081,0,0,0,0.030997517958776,0,18
195,22261,3914,7437,10604,62566,73142,3058,0,3107,12701,0,0,1923,7073,0,0.107134263136111,0.018836678033873,0.035791610076219,0.051033243680009,0.301107688050115,0.352006177786042,0.014717055750044,0,0.014952875152187,0.061125351563541,0,0,0.009254708373883,0.034039808803159,0,18
196,59086,4796,10241,11645,92522,15025,9175,5777,12683,6700,2377,4713,0,0,0,0.251708272982875,0.020431093368513,0.043626940987441,0.049608019509692,0.394146258572407,0.064006912248443,0.039085751739066,0.02461017850644,0.054029927989817,0.028542183831252,0.010126085218938,0.020077509312939,0,0,0,17
197,72805,5473,10475,11709,80894,13421,11648,3604,0,6493,0,5436,3789,0,0,0.322507054357312,0.024243919880064,0.046401431293698,0.051867719237987,0.35833865232195,0.059451418557778,0.05159750565241,0.015964750203579,0,0.028762242805726,0,0.024080017232701,0.016784250422131,0,0,17
198,27586,10035,12243,12824,0,68959,18270,0,8758,7732,0,3368,0,0,63222,0.118396374202243,0.043069202181842,0.052545704518417,0.055039297128496,0,0.29596497899906,0.078412972437432,0,0.037588440755721,0.033184953633619,0,0.014455111722456,0,0,0.271342361436195,18
199,49472,4533,8786,12801,115457,12080,5826,7722,6204,10343,2434,3059,0,8985,0,0.199723861737087,0.018300200826046,0.035470009393079,0.051678988190394,0.466112095890817,0.048768235086319,0.02352017695471,0.031174529084152,0.025046202853934,0.041755782739884,0.009826314917227,0.012349505888166,0,0.036273393398226,0,17
200,58042,7991,10774,9372,0,17911,13489,0,0,4998,2674,5451,0,0,84593,0.269592884182169,0.037116468072479,0.050042893013664,0.043530907121223,0,0.083192709928321,0.062653479103519,0,0,0.02321462588475,0.012420149983157,0.025318712624604,0,0,0.392916135948101,27
201,57840,0,13802,21758,81664,16785,8736,3586,6867,8844,0,3215,0,0,0,0.259259425272415,0,0.061865394697434,0.097526971295954,0.366046630384815,0.075236244746879,0.039157809598376,0.016073707099333,0.030780297448723,0.039641903398356,0,0.014410755249402,0,0,0,17
202,34962,0,15671,59781,132835,19776,8450,10919,6801,19089,3194,9040,0,0,0,0.109079677272415,0,0.048892713254166,0.186513642463612,0.414438361630852,0.061700101928044,0.026363564992515,0.034066717887961,0.021218769883325,0.059556697294925,0.009965115572319,0.028204334619211,0,0,0,17
203,46579,5442,12876,15001,92484,17817,7850,2563,10941,16923,2679,3734,0,0,0,0.198302176772859,0.023168370616171,0.054817330141369,0.063864147984675,0.393734541844852,0.075852778124321,0.033420009444683,0.010911526650538,0.046579404246405,0.072046728641067,0.011405376471631,0.015896855447955,0,0,0,17
204,53315,5331,10292,11970,101785,15951,7248,2860,5529,11775,2542,3418,8659,12667,0,0.210446747874415,0.021042683690962,0.040624888868674,0.047248340435098,0.401768782889425,0.062962262178801,0.028609521426365,0.011289077163273,0.021824233439069,0.046478630628511,0.01003385809407,0.013491631379045,0.034179062642232,0.049999559589923,0,17
205,54062,0,13651,13669,0,0,15482,3919,13891,7245,2082,12327,5814,0,75281,0.24864894698353,0,0.06278537407948,0.062868161914323,0,0,0.071206736612594,0.018024751374807,0.063889211877376,0.033322103523979,0.009575792896746,0.056695868894422,0.026740470654025,0,0.3462417219308,27
206,56581,5152,9404,20873,79355,12394,11240,0,4084,9646,0,0,0,14751,0,0.253181492751029,0.023053490975849,0.04207977615936,0.093399741362645,0.355087264688004,0.055459032934826,0.050295266272991,0,0.018274543368229,0.043162645771287,0,0,0,0.066005824981573,0,17
207,52656,5987,13382,16112,92008,18249,0,4427,4010,12477,2546,3699,11499,6983,0,0.215772327739873,0.024533344423477,0.05483634242021,0.066023251313288,0.377027514078512,0.074780183292961,0,0.018140822589618,0.016432052989467,0.05112786163331,0.010432919429222,0.015157646884797,0.047120243722164,0.028614719707094,0,17
208,22146,0,11553,13787,0,12979,47815,4219,13961,7411,2307,5745,0,13935,57505,0.103794941016015,0,0.054147131319871,0.064617545183681,0,0.060830573651918,0.224101539345594,0.019773803084786,0.065433056379877,0.034734215373632,0.010812553618536,0.026925930012348,0,0.065311198385043,0.269517076651017,27
209,32292,0,14397,13347,81790,20534,47020,3804,7429,8230,3625,0,0,0,0,0.138909441299448,0,0.061931067489676,0.057414319496055,0.351833160379288,0.088330384096201,0.202264276819099,0.016363532731175,0.031957067471057,0.035402700940476,0.015593534739882,0,0,0,0,17
210,56025,8420,10079,17198,91161,16082,6802,0,4616,5659,2629,3988,0,0,0,0.251617944929242,0.037815630560223,0.045266469796253,0.077239085976382,0.409419253209265,0.072226943869762,0.030548916316511,0,0.020731225774333,0.025415512707312,0.011807277417834,0.017910773047669,0,0,0,17
211,31637,4841,6279,11063,63856,16746,6128,10727,0,0,1323,0,3203,6981,0,0.194349567525064,0.02973875946214,0.038572533887516,0.067961131135147,0.392273885000991,0.102872376569572,0.037644925571381,0.06589704905421,0,0,0.008127323193691,0,0.01967635388465,0.042884991092332,0,17
212,18930,2915,8175,12475,40406,39197,5536,4074,3323,9243,1175,1757,13916,7835,0,0.112040341625384,0.017252899062953,0.048385055038498,0.073835298055689,0.239149423105264,0.231993761754616,0.032765708219342,0.024112625593497,0.019667711057239,0.054706185164628,0.006954426870977,0.010399087670048,0.082364088797032,0.046372710241789,0,17
213,48036,2732,7328,13486,67162,19681,13732,0,0,0,1795,3087,2471,9425,0,0.25424616931749,0.014459980012203,0.038785770651414,0.07137894418736,0.355476245700092,0.104167951991059,0.072680977427022,0,0,0,0.009500608395099,0.016338929312352,0.013078553395148,0.049884810096831,0,17
214,20139,0,9182,12907,40891,53866,8948,0,0,5433,0,3247,3289,6038,0,0.122843723313407,0,0.056008253749772,0.078729964185178,0.249426432594415,0.328571182366064,0.054580903349266,0,0,0.033140148401493,0,0.019806011754031,0.020062202851557,0.036830520163485,0,18
215,18390,0,7370,11243,64816,45964,7342,7970,3491,5609,1795,3283,3315,7509,0,0.097768704445047,0,0.039181891094687,0.059772320431148,0.344587985507898,0.244363153633131,0.039033031806946,0.042371732974851,0.018559563339424,0.029819705176404,0.009542943624825,0.017453751487633,0.017623876387909,0.039920871130258,0,17
